person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,risk_tier,high_risk_flag,income_bracket,monthly_burden
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.2717,2,0,High,838.62
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.2717,3,0,High,839.1
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.2671,4,1,High,869.21
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.1167,3,0,Low,58.7
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.3544,6,1,High,916.91
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.2983,4,1,High,878.31
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.0149,1,0,Very High,82.56
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.0457,1,0,Very High,250.32
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.12,2,0,Very High,697.4
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.2667,3,0,Low,136.67
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.3067,2,0,Low,150.58
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.2841,4,1,High,873.75
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.3342,2,0,High,818.35
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.2841,4,1,High,866.14
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.1167,4,1,Low,60.93
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.2841,4,1,High,874.61
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.25,2,0,High,798.84
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.24,3,0,Low,122.11
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.2441,2,0,Very High,810.91
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.2717,5,1,High,888.46
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.2688,4,1,High,861.62
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.02,3,0,Very High,116.1
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.0411,1,0,Very High,226.89
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.0515,2,0,Very High,292.9
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.0506,3,0,Very High,301.92
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.069,2,0,Very High,401.62
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.1543,5,1,Very High,878.93
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.0576,2,0,Very High,330.76
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.2117,3,0,Low,104.76
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.2604,5,1,High,874.98
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.0992,2,0,Low,48.82
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.2553,4,1,High,837.66
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.1842,1,0,Low,88.38
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.188,4,1,Very High,1073.62
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.105,1,0,Very High,571.56
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.0588,2,0,Very High,327.91
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.1582,4,1,Very High,861.62
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.0765,2,0,Very High,434.4
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.2273,4,1,Very High,875.23
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.1628,2,0,Low,83.67
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.0372,4,1,Very High,177.0
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.1176,1,0,Very High,622.03
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.2486,4,1,Very High,866.14
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.2212,3,0,Very High,839.1
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.2083,2,0,Very High,814.33
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.2083,2,0,Very High,815.39
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.2083,2,0,Very High,806.56
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.2723,4,1,High,870.68
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.0641,1,0,Low,31.01
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.2315,4,1,Very High,867.25
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.1923,2,0,Very High,815.51
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.1923,4,1,Very High,879.17
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.1923,2,0,Very High,824.28
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.1176,2,0,Very High,669.36
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.0706,3,0,Very High,407.63
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.0828,2,0,Very High,459.27
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.1437,3,0,Very High,815.56
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.1186,2,0,Very High,660.28
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.0107,2,0,Very High,59.03
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.2083,2,0,Very High,1140.06
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.1875,2,0,Very High,811.03
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.2115,1,0,Low,100.98
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.1866,4,1,Very High,879.79
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.1866,2,0,Very High,813.98
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.2051,6,1,Low,115.83
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.1852,2,0,Very High,822.74
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1843,2,0,Very High,836.7
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.1724,2,0,Very High,806.56
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.1667,2,0,Very High,810.91
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.0582,1,0,Very High,292.01
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.1569,4,1,Very High,839.27
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.1212,2,0,Very High,648.82
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.1515,6,1,Very High,925.78
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.1212,1,0,Very High,616.72
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.375,1,0,Low,187.74
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.1422,3,0,Low,76.72
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.125,1,0,Low,61.2
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.1689,5,1,Very High,865.78
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.35,3,0,Low,188.25
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.2263,5,1,Low,129.49
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.3417,1,0,Low,170.18
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.1429,1,0,Very High,793.83
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.1235,2,0,Low,66.83
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.1351,3,0,Very High,838.5
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.1543,3,0,Very High,818.82
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.1863,1,0,Very High,938.71
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.2188,2,0,Very High,1140.06
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.1111,2,0,Very High,828.69
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.3049,1,0,Low,158.86
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.2652,2,0,Low,140.41
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.5,3,0,Medium,848.54
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.4125,2,0,Medium,790.85
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.291,3,0,High,835.57
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.119,2,0,Low,65.15
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.2663,2,0,High,807.45
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.2188,1,0,Very High,1091.29
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.075,5,1,Very High,426.46
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.075,2,0,Very High,385.13
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.1562,3,0,Very High,833.11
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.0795,4,1,Very High,342.21
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.4491,3,0,Medium,828.57
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.388,2,0,High,789.56
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.3545,5,1,High,871.35
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.4327,4,1,Medium,840.16
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.3277,4,1,High,848.37
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.3705,4,1,High,848.97
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.2697,2,0,High,811.6
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.3109,5,1,High,871.35
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.2425,3,0,High,815.56
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.2354,4,1,Very High,848.97
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.0938,2,0,Very High,492.08
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.125,4,1,Very High,703.14
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.1562,4,1,Very High,874.61
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.0953,4,1,Very High,530.96
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.125,3,0,Very High,678.42
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.2827,3,0,Low,162.0
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.3571,2,0,Low,194.7
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.2105,2,0,Very High,798.05
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.1684,2,0,Very High,803.48
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.0845,2,0,Very High,811.6
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.2236,4,1,Very High,836.69
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.5581,3,0,Medium,818.52
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.5106,2,0,Medium,792.34
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.5,4,1,Medium,847.21
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.5338,4,1,Medium,847.21
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.5106,6,1,Medium,865.25
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.0575,2,0,Low,32.91
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.4898,5,1,Medium,862.37
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.4,1,0,Medium,750.97
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.4,2,0,Medium,785.62
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.4,1,0,Medium,744.24
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.4,2,0,Medium,782.89
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.3871,1,0,High,750.97
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.3846,4,1,High,830.09
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.4068,5,1,Medium,888.14
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.4,4,1,Medium,831.5
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.3629,1,0,High,740.94
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.3855,5,1,High,849.11
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.3429,2,0,High,785.62
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.3243,2,0,High,785.62
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.1667,1,0,Low,93.87
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.32,2,0,High,805.08
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.32,2,0,High,778.59
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.3478,6,1,High,841.76
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.3077,3,0,High,819.33
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.3,2,0,High,777.23
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.1944,1,0,Low,108.86
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.2222,1,0,Low,121.67
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.3213,4,1,High,807.73
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.2709,2,0,High,792.34
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.2526,1,0,High,762.08
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.2892,5,1,High,888.14
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.2526,1,0,High,736.01
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.2722,4,1,Low,168.76
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.24,3,0,High,805.54
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.2182,4,1,Very High,839.27
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.3472,1,0,Low,191.67
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.2311,7,1,Very High,892.29
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.2,2,0,Very High,773.4
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.2,2,0,Very High,805.08
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.2222,7,1,Very High,893.88
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.1934,4,1,Very High,849.59
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.1389,4,1,Low,87.83
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.1846,2,0,Very High,791.31
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.1778,2,0,Very High,785.62
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.1778,3,0,Very High,817.82
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.2092,7,1,Very High,892.29
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.16,1,0,Very High,746.44
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.1739,4,1,Very High,843.77
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.7222,1,0,Low,406.65
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.3472,2,0,Low,203.49
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.1548,2,0,Very High,785.62
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.1622,6,1,Very High,871.27
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.1389,2,0,Low,82.27
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.1979,3,0,Very High,805.62
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.4291,2,0,Medium,782.62
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.5556,2,0,Low,333.0
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.2314,3,0,Very High,800.76
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.3143,5,1,High,811.47
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.3,4,1,Low,188.01
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.3495,1,0,High,727.78
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.3833,2,0,Medium,765.91
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.0667,3,0,Low,39.48
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.3639,2,0,High,741.17
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.3538,2,0,High,763.82
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.3382,2,0,High,738.05
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.1667,2,0,Low,96.75
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.2614,4,1,High,792.13
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.3882,2,0,Medium,748.69
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.3214,3,0,High,771.95
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.1641,2,0,Low,99.63
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.3221,6,1,High,824.65
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.3068,5,1,High,795.28
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.2703,1,0,Low,159.74
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.6357,2,0,Medium,746.37
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.5116,3,0,Medium,742.43
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.4231,2,0,Medium,717.55
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.2246,4,1,Low,143.77
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.386,2,0,Medium,706.06
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.3793,3,0,Medium,758.87
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.3667,2,0,Medium,712.46
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.3667,3,0,Medium,754.69
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.1592,2,0,Low,96.67
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.3929,5,1,Medium,786.44
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.3143,2,0,High,724.01
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.297,2,0,High,715.99
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.2872,2,0,High,702.16
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.1908,1,0,Low,114.42
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.2857,1,0,High,674.68
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.3158,1,0,Low,189.38
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.2663,2,0,High,737.99
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.3895,3,0,Low,252.38
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.2105,1,0,Low,124.24
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.2619,2,0,High,727.67
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.2833,2,0,High,725.26
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.2683,5,1,High,789.96
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.1841,4,1,Low,120.66
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.22,1,0,High,688.18
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.2578,2,0,Low,163.73
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.3807,2,0,Medium,720.65
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.4,3,0,Medium,732.9
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.3857,7,1,Medium,816.11
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.3429,3,0,High,741.91
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.2634,3,0,High,734.15
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.2769,2,0,High,709.82
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.125,2,0,Low,78.11
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.1926,1,0,Very High,675.87
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.1562,2,0,Low,99.63
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.3644,4,1,Medium,765.36
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.3071,2,0,High,693.64
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.1853,4,1,Very High,748.78
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.3575,1,0,Medium,665.16
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.6855,2,0,Medium,710.07
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,0.4516,2,0,Medium,695.6
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,0.4162,1,0,Medium,655.26
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,0.2604,3,0,Low,171.3
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,0.4009,2,0,Medium,688.17
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,0.3795,4,1,Medium,746.56
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,0.3269,4,1,High,746.56
